ID,Area,x_center_of_gravity,y_center_of_gravity,Perimeter
12022,55.0,2769,1548,28.485281229019165
12023,32.5,1914,1546,22.242640614509583
12024,116.5,804,1549,45.55634880065918
12025,55.0,531,1548,32.14213562011719
12026,12.0,487,1545,14.0
12027,11.0,3525,1545,12.828427076339722
12028,207.0,1182,1550,54.627416372299194
12029,176.5,510,1553,70.04163002967834
12030,6.0,1075,1543,10.0
12031,1596.5,1772,1574,293.6639943122864
12032,107.0,1442,1545,39.31370830535889
12033,718.5,999,1558,135.63960886001587
12034,158.0,825,1547,48.97056221961975
12035,4.0,2239,1541,8.0
12036,249.5,1827,1550,70.52691113948822
12037,28.0,1212,1542,19.656854152679443
12038,84.0,677,1543,37.31370830535889
12039,62.5,4192,1542,31.899494767189026
12040,17.5,2304,1540,16.242640614509583
12041,37.5,582,1542,24.242640614509583
12042,16.0,5426,1540,16.0
12043,68.0,645,1542,33.31370830535889
12044,104.0,2223,1544,42.62741661071777
12045,33.5,366,1540,21.899494767189026
12046,342.5,969,1542,97.35533809661865
12047,2842.0,2038,1592,544.7594463825226
12048,49.0,2042,1602,33.79898953437805
12049,385.5,1493,1547,89.35533845424652
12050,96.0,524,1540,46.14213538169861
12051,237.5,1019,1542,60.870057225227356
12052,137.0,234,1541,52.627416491508484
12053,62.5,1800,1537,29.899494767189026
12054,11.0,2661,1533,12.828427076339722
12055,23.0,1821,1533,18.82842707633972
12056,365.5,1148,1541,75.6984840631485
12057,33.0,4197,1533,21.656854152679443
12058,12.0,693,1532,14.0
12059,244.5,185,1539,59.21320295333862
12060,19.0,2007,1532,16.82842707633972
12061,106.0,1199,1535,38.14213514328003
12062,9.0,1485,1530,12.0
12063,579.0,329,1543,141.396968126297
12064,6.0,343,1552,9.656854152679443
12065,793.5,478,1539,188.6101714372635
12066,2.0,463,1540,5.656854152679443
12067,91.5,283,1533,36.72792184352875
12068,4.0,1492,1528,8.0
12069,4.0,799,1528,8.0
12070,34.0,421,1530,23.656854152679443
12071,159.5,1524,1535,77.35533833503723
12072,1961.0,2814,1555,352.87719798088074
12073,18.5,2990,1525,16.242640614509583
12074,19.0,2981,1526,16.82842707633972
12075,64.5,703,1527,31.899494767189026
12076,33.0,657,1526,21.656854152679443
12077,99.5,686,1525,43.55634880065918
12078,159.0,4203,1525,60.14213538169861
12079,4.0,1900,1522,8.0
12080,14.0,1875,1522,14.828427076339722
12081,250.5,1644,1532,103.84061932563782
12082,403.5,1593,1533,103.8406195640564
12083,180.5,627,1527,60.041629910469055
12084,26.0,611,1524,19.656854152679443
12085,18.5,1576,1522,16.242640614509583
12086,4.0,712,1521,8.0
12087,724.0,129,1544,155.53910303115845
12088,1825.0,3558,1547,337.56348860263824
12089,24.0,2364,1520,18.82842707633972
12090,9.0,1362,1519,12.0
12091,4.0,718,1519,8.0
12092,40.5,2798,1519,23.899494767189026
12093,179.5,1616,1524,55.55634891986847
12094,17.5,1077,1518,16.242640614509583
12095,122.0,1349,1525,65.11269783973694
12096,245.0,1102,1522,59.79898941516876
12097,11.5,2230,1515,13.41421353816986
12098,933.5,1663,1543,172.95331692695618
12099,44.0,815,1517,26.485281229019165
12100,136.0,304,1520,44.627416372299194
12101,157.0,261,1521,48.627416372299194
12102,152.0,1461,1519,46.97056245803833
12103,19.5,1243,1515,17.41421353816986
12104,261.0,844,1520,77.94112455844879
12105,29.5,1784,1515,23.071067690849304
12106,22.5,3556,1514,18.242640614509583
12107,19.0,1485,1513,16.82842707633972
12108,58.5,641,1514,29.899494767189026
12109,52.5,2334,1512,27.899494767189026
12110,14.0,2111,1511,13.656854152679443
12111,78.0,688,1512,39.3137081861496
12112,59.5,5939,1512,28.727921843528748
12113,117.5,4225,1514,43.55634891986847
12114,39.5,1594,1512,26.242640614509583
12115,259.0,1554,1517,61.79898953437805
12116,4.0,528,1509,8.0
12117,79.5,169,1512,33.899494767189026
12118,106.0,4269,1512,43.79898941516876
12119,22.0,880,1509,17.656854152679443
12120,11.0,259,1507,12.828427076339722
12121,119.0,2846,1512,46.14213526248932
12122,18.5,811,1507,16.242640614509583
12123,26.5,672,1506,20.242640614509583
12124,11.5,604,1506,13.41421353816986
12125,92.5,1673,1509,43.55634880065918
12126,364.0,1637,1512,90.7695517539978
12127,11.0,1181,1504,12.828427076339722
12128,11.5,1029,1504,13.41421353816986
12129,68.5,827,1506,34.72792184352875
12130,9.0,685,1503,12.0
12131,8.5,2355,1501,11.41421353816986
12132,42.0,1723,1503,25.656854152679443
12133,8.0,1234,1501,12.0
12134,1939.0,756,1531,353.9066345691681
12135,2.0,747,1544,5.656854152679443
12136,6.0,793,1511,9.656854152679443
12137,8.0,588,1501,12.0
12138,160.0,4240,1506,63.455843687057495
12139,133.0,2229,1504,44.97056221961975
12140,38.0,17,1501,24.82842707633972
12141,7626.5,5630,1558,635.0853472948074
12142,34.5,5606,1601,31.213202834129333
12143,4.0,5571,1594,7.656854152679443
12144,2.0,5587,1561,5.656854152679443
12145,76.0,5611,1561,49.455843567848206
12146,2.0,5644,1550,5.656854152679443
12147,8.0,5653,1534,11.656854152679443
12148,140.5,711,1506,60.3847758769989
12149,19.0,1448,1499,16.82842707633972
12150,379.0,1057,1509,98.08326029777527
12151,47.0,808,1500,26.485281229019165
12152,4.0,466,1498,8.0
12153,83.5,1659,1499,35.899494767189026
12154,85.0,1572,1501,34.97056233882904
12155,10.0,839,1497,12.828427076339722
12156,380.0,346,1507,76.28427064418793
12157,54.5,5248,1499,27.899494647979736
12158,123.5,275,1503,49.21320307254791
12159,8.5,1341,1494,11.41421353816986
12160,21.0,432,1494,17.656854152679443
12161,8.5,475,1491,11.41421353816986
12162,26.0,467,1492,19.656854152679443
12163,18.5,2557,1491,16.242640614509583
12164,23.5,7,1491,19.41421353816986
12165,111.0,1533,1494,46.97056245803833
12166,27.5,1422,1490,20.242640614509583
12167,41.0,853,1490,24.485281229019165
12168,141.5,691,1494,48.38477599620819
12169,87.0,609,1493,39.31370830535889
12170,361.5,2442,1497,107.8406195640564
12171,262.0,1417,1498,102.42640602588654
12172,172.5,878,1491,53.55634891986847
12173,89.0,830,1489,40.97056221961975
12174,36.0,2727,1487,23.656854152679443
12175,33.0,2455,1486,23.656854152679443
12176,9.0,1582,1485,12.0
12177,19.5,292,1486,17.41421353816986
12178,14.5,5479,1484,15.41421353816986
12179,50.0,2012,1485,26.485281229019165
12180,6.0,1032,1483,10.0
12181,28.5,1379,1483,20.242640614509583
12182,68.0,2840,1485,32.485281229019165
12183,1643.0,2496,1513,243.48022830486298
12184,28.5,2502,1505,20.727921724319458
12185,454.5,759,1492,139.49747371673584
12186,14.5,2737,1480,15.41421353816986
12187,979.5,2032,1499,166.61017155647278
12188,4.0,1216,1480,8.0
12189,11.5,2615,1479,13.41421353816986
12190,564.5,1222,1491,132.32590067386627
12191,23.5,5409,1479,18.242640614509583
12192,101.0,2246,1483,47.79898941516876
12193,32.5,2233,1480,21.899494528770447
12194,479.0,1184,1490,122.0832599401474
12195,9.0,1045,1478,12.0
12196,69.0,249,1481,31.313708305358887
12197,9.0,2481,1477,12.0
12198,478.5,1633,1489,98.66904675960541
12199,27.0,1509,1478,19.656854152679443
12200,171.0,727,1483,59.79898953437805
12201,4.0,331,1477,8.0
12202,44.5,14,1479,29.899494767189026
12203,22.5,884,1477,18.242640614509583
12204,291.5,705,1482,71.69848418235779
12205,101.0,30,1479,44.97056245803833
12206,51.5,2223,1476,27.899494767189026
12207,40.5,1465,1478,23.899494767189026
12208,60.5,1088,1477,31.071067690849304
12209,43.0,855,1477,25.656854152679443
12210,80.5,2444,1477,39.899494767189026
12211,76.5,441,1476,37.55634880065918
12212,2846.5,210,1505,293.3208476305008
12213,2.0,188,1502,5.656854152679443
12214,1117.5,1494,1494,209.92387974262238
12215,5.5,1494,1491,9.071067690849304
12216,31.0,677,1473,22.82842707633972
12217,19.0,1222,1471,16.82842707633972
12218,36.5,1183,1472,23.071067690849304
12219,1519.0,5444,1495,290.93607211112976
12220,2.0,5437,1518,5.656854152679443
12221,2.0,5438,1517,5.656854152679443
12222,109.5,2353,1475,57.55634891986847
12223,49.0,735,1471,27.656854152679443
12224,816.5,647,1483,135.63960921764374
12225,129.5,538,1472,51.55634880065918
12226,51.5,2613,1470,26.727921724319458
12227,1681.0,2094,1489,372.53405117988586
12228,10.0,2062,1495,12.485281109809875
12229,42.0,2113,1482,25.313708305358887
12230,3669.5,3009,1515,412.57568168640137
12231,23.0,3010,1502,22.97056221961975
12232,7.5,3015,1494,11.071067690849304
12233,9651.5,2152,1532,955.1341156959534
12234,5.5,2094,1524,9.071067690849304
12235,15.0,2064,1522,15.313708066940308
12236,2.0,2145,1480,5.656854152679443
12237,8.5,5444,1465,11.41421353816986
12238,32.0,2502,1466,21.656854152679443
12239,226.0,1389,1471,58.62741661071777
12240,50.5,1051,1469,34.72792172431946
12241,6.0,4192,1463,10.0
12242,23.0,2122,1464,18.82842707633972
12243,29.5,682,1464,21.41421353816986
12244,37.0,513,1464,23.656854152679443
12245,142.5,1357,1469,48.38477575778961
12246,53.5,272,1465,28.727921724319458
12247,11.5,199,1462,13.41421353816986
12248,11.5,1005,1461,13.41421353816986
12249,23.5,700,1462,19.41421353816986
12250,68.5,646,1464,32.72792184352875
12251,32.5,617,1461,22.242640614509583
12252,71.5,356,1463,32.72792184352875
12253,411.5,2020,1466,91.49747443199158
12254,19.0,229,1460,16.82842707633972
12255,55.0,4129,1461,31.313708305358887
12256,2980.5,2545,1515,488.516805768013
12257,46.0,2544,1515,32.14213538169861
12258,40.0,2528,1495,26.14213538169861
12259,8.0,2114,1456,12.0
12260,69.0,2437,1459,32.485281229019165
12261,591.5,1603,1467,97.01219308376312
12262,2.0,1599,1461,5.656854152679443
12263,8.5,359,1455,11.41421353816986
12264,22.0,2971,1456,18.82842707633972
12265,8.0,1088,1454,10.828427076339722
12266,59.0,2137,1456,29.313708305358887
12267,641.0,1880,1463,111.25483310222626
12268,189.0,455,1462,76.28427064418793
12269,261.0,4205,1458,78.28427076339722
12270,40.5,2505,1453,24.242640614509583
12271,297.5,2457,1462,91.35533821582794
12272,2859.0,2668,1478,481.6467489004135
12273,2.0,2708,1466,5.656854152679443
12274,2.0,2709,1465,5.656854152679443
12275,4.0,2587,1451,8.0
12276,30.0,2540,1452,22.485281109809875
12277,6.0,2521,1450,10.0
12278,94.5,1635,1453,37.899494767189026
12279,67.5,2652,1452,30.727921724319458
12280,121.5,2295,1457,53.21320307254791
12281,560.0,842,1463,128.9116871356964
12282,53.5,772,1451,29.071067690849304
12283,22.5,127,1450,18.242640614509583
12284,30.5,4138,1449,21.071067690849304
12285,297.5,589,1456,65.69848453998566
12286,14.5,1839,1448,14.242640614509583
12287,4.0,1087,1447,8.0
12288,47.0,398,1449,25.313708305358887
12289,219.5,3039,1452,59.21320307254791
12290,2529.5,1705,1476,392.77669155597687
12291,66.0,1687,1484,40.627416491508484
12292,2.0,1732,1467,5.656854152679443
12293,2.0,1731,1465,5.656854152679443
12294,2.0,1730,1464,5.656854152679443
12295,30.0,1740,1463,21.313708186149597
12296,134.0,1657,1451,46.14213538169861
12297,98.0,563,1450,37.31370830535889
12298,138.5,710,1450,47.21320295333862
12299,27.5,2471,1445,20.242640614509583
12300,183.5,1002,1450,55.21320307254791
12301,50.5,725,1447,33.55634880065918
12302,140.0,268,1448,45.79898941516876
12303,179.5,4175,1451,62.041630148887634
12304,477.0,1211,1454,104.91168737411499
12305,36.0,1128,1445,23.656854152679443
12306,1898.0,790,1461,340.93607223033905
12307,8.0,766,1467,11.656854152679443
12308,4.0,762,1466,7.656854152679443
12309,56.5,809,1461,42.38477599620819
12310,31.5,795,1459,20.727921724319458
12311,11.5,2830,1439,13.41421353816986
12312,23.5,1094,1440,19.41421353816986
12313,72.0,293,1441,34.14213514328003
12314,44.5,5615,1439,25.071067690849304
12315,39.0,2848,1440,23.656854152679443
12316,546.0,2737,1447,108.42640602588654
12317,41.0,603,1440,24.485281229019165
12318,997.5,315,1461,297.86500430107117
12319,15.5,3031,1437,15.41421353816986
12320,47.0,2606,1438,28.485281229019165
12321,88.5,1673,1440,37.55634891986847
12322,14.5,1632,1438,14.242640614509583
12323,26.5,751,1438,20.242640614509583
12324,173.0,1406,1440,58.62741661071777
12325,214.0,2998,1444,65.11269772052765
12326,6.0,2893,1434,10.0
12327,9.0,1140,1434,12.0
12328,82.5,783,1436,42.72792172431946
12329,114.0,2866,1437,50.14213538169861
12330,509.0,544,1447,124.08326017856598
12331,11.0,2444,1431,12.828427076339722
12332,465.5,1352,1442,99.49747371673584
12333,22.5,230,1432,18.242640614509583
12334,53.0,2766,1433,27.313708305358887
12335,19.0,2605,1431,16.82842707633972
12336,294.0,838,1436,116.91168737411499
12337,11.5,696,1428,13.41421353816986
12338,9309.5,2626,1511,1190.4722100496292
12339,16.5,2622,1525,15.899494767189026
12340,2.0,2595,1519,5.656854152679443
12341,42.5,2584,1519,27.55634891986847
12342,83.5,2582,1503,54.041630148887634
12343,42.5,2574,1488,33.21320295333862
12344,2.0,2596,1473,5.656854152679443
12345,2.0,2595,1472,5.656854152679443
12346,2.0,2593,1471,5.656854152679443
12347,11.5,2576,1471,13.071067690849304
12348,108.5,1673,1428,47.55634880065918
12349,253.0,764,1434,74.7695517539978
12350,56.0,2987,1427,29.313708305358887
12351,38.5,2854,1425,25.071067690849304
12352,94.0,1644,1428,38.97056233882904
12353,241.5,807,1432,95.35533845424652
12354,12.0,745,1422,14.0
12355,8.5,2190,1420,11.41421353816986
12356,14.5,862,1420,15.41421353816986
12357,91.0,616,1424,38.97056221961975
12358,38.0,2079,1421,23.656854152679443
12359,22.0,1690,1420,18.82842707633972
12360,23.0,788,1420,18.82842707633972
12361,35.5,549,1421,23.071067690849304
12362,15.0,4269,1418,14.828427076339722
12363,91.5,2433,1421,36.3847758769989
12364,588.0,2350,1430,138.225395321846
12365,2.0,2359,1435,5.656854152679443
12366,2.0,2360,1434,5.656854152679443
12367,6584.5,2289,1506,1032.648836016655
12368,19.0,2273,1519,17.313708186149597
12369,46.0,2282,1481,30.97056233882904
12370,678.0,1855,1429,138.56854140758514
12371,2.0,1858,1428,5.656854152679443
12372,2.0,1857,1427,5.656854152679443
12373,26.0,803,1417,20.82842707633972
12374,316.0,571,1428,114.08326017856598
12375,23.5,1827,1416,19.41421353816986
12376,6.0,427,1415,10.0
12377,115.5,2379,1417,43.55634891986847
12378,72.5,1670,1417,32.72792172431946
12379,17.0,814,1415,15.656854152679443
12380,222.5,2881,1422,68.04163014888763
12381,24.5,1776,1414,19.41421353816986
12382,244.5,5191,1423,75.6984840631485
12383,1089.0,3561,1430,168.71067678928375
12384,44.5,2342,1414,25.071067690849304
12385,113.5,850,1417,46.72792184352875
12386,11.0,612,1413,12.828427076339722
12387,235.0,1713,1420,63.455843687057495
12388,23.0,587,1412,18.82842707633972
12389,812.5,2543,1423,140.32590091228485
12390,287.0,5419,1415,87.11269772052765
12391,9.0,2624,1408,12.0
12392,52.0,1936,1411,27.313708305358887
12393,2205.0,2658,1438,416.6761863231659
12394,2.0,2632,1440,5.656854152679443
12395,2.0,2630,1438,5.656854152679443
12396,2.0,2659,1411,5.656854152679443
12397,67.5,1367,1410,31.899494767189026
12398,63192.5,2298,1740,3522.4704529047012
12399,14.0,2266,2022,15.313708305358887
12400,70.5,2243,2013,37.21320283412933
12401,7.0,2181,1992,10.485281229019165
12402,11.0,2277,1953,12.485281229019165
12403,72.5,2278,1919,37.21320295333862
12404,22.0,2243,1877,19.313708305358887
12405,2.0,2236,1875,5.656854152679443
12406,2.0,2248,1873,5.656854152679443
12407,2.0,2249,1872,5.656854152679443
12408,2.0,2221,1872,5.656854152679443
12409,38.0,2297,1828,26.14213526248932
12410,2.0,2301,1824,5.656854152679443
12411,22.5,2303,1820,20.727921724319458
12412,10.0,2277,1814,12.485281229019165
12413,2.0,2270,1800,5.656854152679443
12414,2.0,2281,1795,5.656854152679443
12415,91.0,2218,1773,43.455843687057495
12416,42.5,2197,1722,30.384775757789612
12417,18.0,2165,1717,19.313708186149597
12418,43.5,2204,1700,27.55634891986847
12419,10.0,2206,1689,13.313708186149597
12420,81.0,2368,1613,37.79898941516876
12421,65.0,2383,1605,34.97056233882904
12422,43.5,2423,1572,25.55634868144989
12423,2.0,2426,1568,5.656854152679443
12424,2.0,2427,1567,5.656854152679443
12425,2.0,2417,1564,5.656854152679443
12426,45.5,2391,1559,26.3847758769989
12427,4.0,2411,1504,7.656854152679443
12428,7991.0,1807,1479,858.950352191925
12429,2.0,1769,1516,5.656854152679443
12430,26.5,1853,1485,19.899494767189026
12431,935.0,1814,1471,231.82337391376495
12432,247.5,1224,1414,73.69848430156708
12433,48.0,2563,1406,26.485281229019165
12434,288.5,1136,1416,95.35533821582794
12435,105.5,2425,1407,39.55634891986847
12436,26.0,1961,1404,19.656854152679443
12437,91.0,502,1407,37.31370830535889
12438,6.0,822,1402,10.0
12439,6.0,614,1402,10.0
12440,18.5,2544,1402,16.242640614509583
12441,14.0,2412,1401,14.828427076339722
12442,188.0,2298,1408,66.28427040576935
12443,11.5,864,1401,13.41421353816986
12444,224.0,4220,1407,89.94112491607666
12445,22.5,2899,1401,18.242640614509583
12446,67.0,1697,1403,44.14213538169861
12447,105.5,3564,1402,38.38477611541748
12448,395.5,1337,1412,97.8406194448471
12449,260.5,1172,1405,75.69848430156708
12450,37.0,561,1398,23.656854152679443
12451,67.0,1836,1400,31.313708305358887
12452,85.0,1153,1401,40.14213538169861
12453,187.0,350,1404,57.11269807815552
12454,102.0,1934,1399,40.97056233882904
12455,179.5,1355,1402,52.3847758769989
12456,120.5,596,1398,43.55634891986847
12457,34.0,1978,1396,21.656854152679443
12458,56.0,1370,1397,29.313708305358887
12459,437.0,833,1407,167.88224935531616
12460,31.0,5416,1394,21.656854152679443
12461,1224.0,1736,1418,278.793937087059
12462,15.0,2391,1392,16.0
12463,226.0,1311,1396,68.28427052497864
12464,1782.0,471,1416,169.19595754146576
12465,14.5,3536,1390,15.41421353816986
12466,17.0,1381,1391,15.656854152679443
12467,67.0,4223,1391,31.313708305358887
12468,142.0,573,1394,55.455843448638916
12469,288.0,1450,1398,93.25483298301697
12470,41.0,1809,1387,24.485281229019165
12471,19.5,1785,1386,17.41421353816986
12472,31.5,771,1387,21.071067690849304
12473,618.0,2584,1406,188.16652047634125
12474,2.0,2578,1418,5.656854152679443
12475,151.0,1961,1390,49.79898941516876
12476,4.0,1183,1385,8.0
12477,187.0,2127,1391,52.627416372299194
12478,7974.0,1087,1451,1088.6315912008286
12479,2.0,1080,1491,5.656854152679443
12480,2.0,1005,1393,5.656854152679443
12481,4.0,383,1384,8.0
12482,37.5,3550,1385,29.071067690849304
12483,301.5,1419,1390,82.87005734443665
12484,26.5,1051,1383,20.242640614509583
12485,8.5,2115,1382,11.41421353816986
12486,6.0,4243,1381,10.0
12487,88.0,1924,1385,36.97056233882904
12488,4.0,1462,1381,8.0
12489,11.5,1312,1381,13.41421353816986
12490,35.5,982,1382,23.071067690849304
12491,6.0,323,1381,10.0
12492,8.0,282,1380,10.828427076339722
12493,34.0,3576,1381,22.82842707633972
12494,142.5,1083,1385,50.38477599620819
12495,84.0,829,1381,38.485281229019165
12496,124.5,441,1383,44.3847758769989
12497,207.5,5736,1386,60.87005698680878
12498,309.5,2365,1388,86.87005710601807
12499,274.0,1485,1384,96.42640626430511
12500,204.5,3594,1389,65.69848430156708
12501,38.0,2582,1379,24.485281229019165
12502,179.0,1328,1382,55.455843687057495
12503,11.5,1044,1377,13.41421353816986
12504,16.0,412,1378,16.0
12505,14109.5,1938,1470,1284.0701903104782
12506,282.5,1921,1435,98.32590079307556
12507,32.0,2383,1376,21.656854152679443
12508,382.0,1827,1387,107.25483310222626
12509,22.5,1000,1376,21.071067690849304
12510,21.5,2392,1375,18.242640614509583
12511,111.5,2144,1381,44.72792172431946
12512,59.5,1959,1376,29.899494767189026
12513,63.0,1882,1377,30.485281229019165
12514,23.0,982,1375,17.656854152679443
12515,181.0,395,1379,50.97056245803833
12516,110.0,2347,1377,42.97056233882904
12517,130.0,1768,1381,50.97056233882904
12518,6.0,2404,1372,10.0
12519,4.0,1078,1372,8.0
12520,4.0,337,1372,8.0
12521,48.0,3561,1373,26.485281229019165
12522,43.0,2561,1373,25.656854152679443
12523,94.0,1410,1374,44.14213538169861
12524,30.0,1036,1372,24.485281229019165
12525,61.0,297,1373,30.485281229019165
12526,47.0,5888,1371,26.485281229019165
12527,4.0,4209,1369,8.0
12528,8.5,379,1369,11.41421353816986
12529,43.5,2132,1371,27.899494767189026
12530,76.5,3526,1371,37.899494767189026
12531,2293.5,664,1390,219.58073341846466
12532,2.0,690,1387,5.656854152679443
12533,89.0,666,1389,41.79898953437805
12534,23.0,685,1378,19.313708186149597
12535,1590.0,2623,1394,374.5340510606766
12536,54.0,2605,1399,32.14213538169861
12537,2049.0,2035,1393,291.90663373470306
12538,22.0,844,1368,17.656854152679443
12539,4.0,394,1366,8.0
12540,87.5,4243,1370,37.899494767189026
12541,239.5,3083,1373,64.04163014888763
12542,33.5,1925,1367,22.242640614509583
12543,14.0,1084,1366,13.656854152679443
12544,57.5,4,1368,35.899494767189026
12545,14.5,2316,1365,14.242640614509583
12546,64.5,1962,1367,31.899494767189026
12547,15.5,828,1365,15.41421353816986
12548,2.0,0,1364,6.0
12549,98.0,1453,1368,38.97056221961975
12550,9.0,496,1363,12.0
12551,113.5,5714,1367,41.21320307254791
12552,12.0,2872,1363,14.0
12553,39.5,2399,1364,24.242640614509583
12554,22.5,2132,1362,18.242640614509583
12555,4.0,1318,1362,8.0
12556,187.5,411,1366,66.87005722522736
12557,35.0,288,1364,23.656854152679443
12558,4.0,1147,1361,8.0
12559,20.5,664,1361,18.242640614509583
12560,21.5,656,1362,18.242640614509583
12561,38.5,3350,1361,24.242640614509583
12562,4.0,3334,1360,8.0
12563,226.5,2644,1369,71.69848430156708
12564,35.0,1495,1361,23.656854152679443
12565,43.5,2099,1360,27.071067690849304
12566,42.0,1938,1361,24.485281109809875
12567,144.0,740,1366,49.79898929595947
12568,42.0,354,1361,24.485281109809875
12569,120.0,2603,1363,42.97056245803833
12570,13.5,467,1359,14.242640614509583
12571,137.0,2369,1366,54.62741661071777
12572,11.0,1170,1357,12.828427076339722
12573,14.0,899,1357,14.828427076339722
12574,99.5,761,1360,38.72792196273804
12575,22.0,570,1358,17.656854152679443
12576,83.5,3557,1359,36.72792184352875
12577,830.0,1364,1371,176.36753118038177
12578,8.5,1089,1356,11.41421353816986
12579,542.0,540,1369,93.25483286380768
12580,51.5,302,1360,31.55634880065918
12581,67.5,1102,1359,32.72792184352875
12582,19.0,392,1356,16.82842707633972
12583,452.0,1061,1368,120.42640614509583
12584,36.5,4250,1355,23.071067571640015
12585,42.5,1041,1354,28.242640614509583
12586,21.5,12,1354,18.242640614509583
12587,282.5,3303,1361,72.87005710601807
12588,12.0,5891,1351,14.0
12589,10.0,2651,1351,14.0
12590,62.0,2351,1354,30.485281229019165
12591,26.5,2098,1352,20.242640614509583
12592,149.5,1018,1356,52.38477599620819
12593,1927.0,1124,1379,246.308655500412
12594,22.5,897,1350,18.242640614509583
12595,42.0,809,1352,25.313708305358887
12596,84.5,553,1354,35.55634880065918
12597,19.0,435,1350,16.82842707633972
12598,4.0,3524,1348,8.0
12599,37.0,728,1351,27.313708066940308
12600,11.5,2125,1347,13.41421353816986
12601,231.5,2012,1355,64.87005710601807
12602,76.5,1078,1350,34.72792184352875
12603,4.0,1356,1345,8.0
12604,8.5,1054,1345,11.41421353816986
12605,4.0,799,1345,8.0
12606,26.0,330,1346,19.656854152679443
12607,20.5,1810,1346,18.242640614509583
12608,68.0,1202,1348,42.14213538169861
12609,4.0,520,1344,8.0
12610,94.5,4258,1345,37.55634891986847
12611,74.5,1802,1347,45.55634891986847
12612,24.0,751,1343,18.82842707633972
12613,265.0,5780,1349,62.627416491508484
12614,4.0,2018,1341,8.0
12615,917.5,1163,1366,237.58073377609253
12616,37.0,3470,1340,23.656854152679443
12617,6.0,2697,1339,10.0
12618,35.5,2689,1340,25.071067690849304
12619,19213.0,929,1461,1220.028558731079
12620,2.0,950,1478,5.656854152679443
12621,269.0,958,1486,110.08326005935669
12622,4.0,888,1462,7.656854152679443
12623,2.0,895,1448,5.656854152679443
12624,5.5,893,1446,9.071067690849304
12625,17.0,888,1438,17.313708305358887
12626,1129.5,2061,1356,138.95331823825836
12627,1452.5,1754,1362,297.5218585729599
12628,17.5,1203,1339,16.242640614509583
12629,22.5,5745,1338,18.242640614509583
12630,11.0,2979,1338,12.828427076339722
12631,23.0,744,1338,18.82842707633972
12632,213.0,3516,1342,68.28427076339722
12633,224.5,593,1343,57.69848418235779
12634,34.0,4361,1336,22.485281109809875
12635,6.0,1839,1335,10.0
12636,46.0,1441,1336,26.82842707633972
12637,522.0,1981,1344,95.59797871112823
12638,17.5,1166,1334,16.242640614509583
12639,355.0,5930,1345,100.91168713569641
12640,213.5,1341,1343,70.52691125869751
12641,60.0,3571,1336,31.313708305358887
12642,171.0,2718,1338,80.2842708826065
12643,113.0,2305,1338,41.79898953437805
12644,40.0,414,1333,25.656854152679443
12645,56.0,772,1334,29.313708305358887
12646,33.0,2683,1332,21.656854152679443
12647,6.0,1170,1330,10.0
12648,410.5,3545,1339,90.18376517295837
12649,23.5,3543,1341,21.899494767189026
12650,21.0,1364,1330,17.656854152679443
12651,15.0,859,1330,14.828427076339722
12652,22.0,5782,1329,17.656854152679443
12653,150.0,5759,1335,63.455843567848206
12654,39.5,3508,1330,25.071067571640015
12655,15.0,2001,1329,14.828427076339722
12656,142.5,1736,1333,48.041630029678345
12657,4.0,5764,1327,8.0
12658,57.0,1822,1330,29.313708305358887
12659,11003.0,1241,1414,1311.969683766365
12660,4.0,1285,1407,7.656854152679443
12661,2.0,1284,1406,5.656854152679443
12662,11.0,1247,1404,12.485281229019165
12663,37.0,1204,1390,31.313708305358887
12664,20.5,1216,1381,21.899494767189026
12665,4.0,1217,1375,7.656854152679443
12666,2.0,1198,1370,5.656854152679443
12667,250.0,1258,1379,100.5685408115387
12668,11.5,1159,1327,13.41421353816986
12669,58.5,870,1329,30.727921724319458
12670,604.0,648,1341,125.05382263660431
12671,295.5,505,1337,71.35533833503723
12672,9.0,4575,1326,12.0
12673,31.0,2417,1327,21.656854152679443
12674,66.0,1350,1328,31.313708305358887
12675,313.5,2855,1334,89.6984840631485
12676,21.5,2576,1324,18.242640614509583
12677,188.0,2097,1329,71.11269760131836
12678,11.5,1026,1323,13.41421353816986
12679,22.0,527,1325,20.485281229019165
12680,809.5,278,1334,118.66904664039612
12681,919.5,2604,1341,218.40916049480438
12682,4.0,1087,1321,8.0
12683,35.5,2914,1322,23.071067690849304
12684,138.0,2664,1323,54.14213526248932
12685,61.5,1149,1322,31.071067571640015
12686,17.5,626,1320,16.242640614509583
12687,136.0,1956,1324,48.14213538169861
12688,4.0,4351,1318,8.0
12689,51.0,5899,1320,29.313708186149597
12690,1051.5,1409,1338,135.98275470733643
12691,798.5,1229,1342,162.12489020824432
12692,529.0,1097,1333,102.9116872549057
12693,27.0,810,1319,19.656854152679443
12694,31.5,2719,1317,22.242640614509583
12695,4.0,2613,1316,8.0
12696,381.0,1062,1327,101.11269783973694
12697,17.0,506,1317,15.656854152679443
12698,292.0,484,1327,69.11269772052765
12699,14.5,4582,1315,15.41421353816986
12700,23.0,4378,1315,18.82842707633972
12701,40.5,1444,1316,27.071067690849304
12702,32.5,2974,1315,22.242640614509583
12703,40.5,2966,1315,24.242640614509583
12704,63.5,2569,1316,30.727921843528748
12705,105.5,2441,1317,47.55634891986847
12706,149.0,670,1318,46.14213526248932
12707,9.0,2712,1312,12.0
