ID,Area,x_center_of_gravity,y_center_of_gravity,Perimeter
3892,34.0,4510,3362,21.656854152679443
3893,18.0,2442,3361,15.656854152679443
3894,67.5,121,3363,31.899494767189026
3895,32.5,2171,3360,22.242640614509583
3896,55.5,4976,3361,29.899494767189026
3897,284.5,4602,3367,73.69848430156708
3898,18.5,2776,3361,21.41421353816986
3899,6393.0,3562,3436,707.612258553505
3900,2.0,3558,3435,5.656854152679443
3901,16.5,3552,3436,16.727921724319458
3902,17.5,3560,3432,15.899494647979736
3903,609.5,2672,3369,116.66904699802399
3904,8.0,2671,3380,11.656854152679443
3905,15.5,2470,3358,15.41421353816986
3906,57.5,223,3360,30.242640614509583
3907,15.0,4075,3355,16.0
3908,54.0,2461,3357,28.485281109809875
3909,57.5,5870,3356,29.071067690849304
3910,22.5,3739,3354,18.242640614509583
3911,2305.0,5547,3385,308.93607234954834
3912,48.0,2957,3355,27.656854152679443
3913,23.0,5611,3352,18.82842707633972
3914,27.5,5207,3353,21.071067690849304
3915,12.0,3782,3351,14.0
3916,242.0,2800,3361,67.4558435678482
3917,127.0,4410,3357,80.28427076339722
3918,54.0,3795,3352,28.485281229019165
3919,19.0,3148,3351,16.82842707633972
3920,33.5,2765,3350,24.242640614509583
3921,22.5,2338,3352,19.41421353816986
3922,71.0,5678,3354,48.97056245803833
3923,103.5,4660,3354,43.55634880065918
3924,19.0,4581,3349,16.82842707633972
3925,14.0,4121,3349,13.656854152679443
3926,18.5,3747,3349,16.242640614509583
3927,11.5,3257,3348,13.41421353816986
3928,83.5,2619,3351,42.38477575778961
3929,49.0,2189,3350,29.313708186149597
3930,166.0,700,3353,51.455843687057495
3931,13.0,5582,3346,14.828427076339722
3932,22.0,4684,3348,17.656854152679443
3933,104.5,2368,3350,43.213202714920044
3934,18.0,130,3347,16.82842707633972
3935,61.5,4708,3349,43.899494767189026
3936,183.5,4096,3352,62.870057106018066
3937,470.0,4009,3357,122.2253954410553
3938,476.5,1488,3358,125.49747359752655
3939,2.0,1485,3355,5.656854152679443
3940,18.5,4414,3345,16.242640614509583
3941,110.0,2736,3350,49.455843567848206
3942,14.0,2638,3343,14.828427076339722
3943,4.0,2352,3343,8.0
3944,37.0,1189,3344,24.82842707633972
3945,40.0,781,3345,24.485281109809875
3946,151.5,5961,3347,46.38477599620819
3947,122.5,5623,3348,47.899494767189026
3948,27.5,3954,3343,20.242640614509583
3949,33.5,5634,3342,22.242640614509583
3950,1115.5,2833,3362,187.58073389530182
3951,31.5,2842,3364,22.727921843528748
3952,625932.5,3600,3978,24856.990453600883
3953,2.0,3289,4470,5.656854152679443
3954,15.5,3692,4470,15.899494647979736
3955,58.0,3518,4471,32.14213538169861
3956,2.0,3527,4466,5.656854152679443
3957,16.0,3406,4460,16.14213514328003
3958,2.0,3306,4454,5.656854152679443
3959,2.0,3593,4448,5.656854152679443
3960,2.0,3188,4448,5.656854152679443
3961,4.0,3186,4447,7.656854152679443
3962,10.0,3709,4446,13.313708066940308
3963,37.0,3694,4446,26.14213538169861
3964,418.5,3776,4454,152.46803617477417
3965,2.0,3715,4441,5.656854152679443
3966,10.0,3722,4440,12.485281229019165
3967,41.5,3400,4444,33.21320307254791
3968,23.5,3244,4441,21.899494767189026
3969,536.5,3205,4454,123.29646337032318
3970,472.0,3273,4448,169.53910374641418
3971,24.5,3281,4437,21.55634868144989
3972,15.0,3176,4436,15.313708305358887
3973,7.0,3557,4434,9.656854152679443
3974,6.0,3396,4433,9.656854152679443
3975,18.5,3228,4430,18.727921724319458
3976,35.0,3639,4430,28.97056233882904
3977,2.0,3710,4423,5.656854152679443
3978,6.0,3607,4424,9.656854152679443
3979,2.0,3459,4419,5.656854152679443
3980,2.0,3230,4419,5.656854152679443
3981,86.0,3665,4425,44.28427028656006
3982,2.0,3458,4418,5.656854152679443
3983,38.5,3699,4420,24.727921843528748
3984,2.0,3663,4414,5.656854152679443
3985,2.0,3655,4413,5.656854152679443
3986,2.0,3745,4387,5.656854152679443
3987,11.0,3734,4379,14.485281229019165
3988,16.5,3453,4377,15.071067690849304
3989,15.5,3432,4359,15.899494767189026
3990,2.0,3430,4357,5.656854152679443
3991,22.5,3612,4355,19.899494647979736
3992,2.0,3150,4341,5.656854152679443
3993,421.0,3136,4349,102.42640590667725
3994,27.0,3591,4334,22.97056210041046
3995,179.0,3732,4325,53.455843448638916
3996,4.0,3563,4318,7.656854152679443
3997,2.0,3113,4311,5.656854152679443
3998,2.0,3114,4310,5.656854152679443
3999,2.0,3115,4309,5.656854152679443
4000,2.0,3672,4299,5.656854152679443
4001,14.0,3666,4295,14.485281109809875
4002,14.5,3096,4295,14.727921724319458
4003,15405.0,3576,4379,1518.3615990877151
4004,43.5,3578,4395,25.899494647979736
4005,1323.0,3509,4388,156.02438521385193
4006,6.0,3523,4291,9.656854152679443
4007,2.0,3109,4290,5.656854152679443
4008,124.0,3729,4293,52.28427064418793
4009,4.0,3466,4286,7.656854152679443
4010,80.0,3497,4277,38.97056233882904
4011,1084.0,3607,4309,237.96550953388214
4012,6.0,3136,4268,9.656854152679443
4013,27.5,3148,4268,21.55634891986847
4014,159.0,3109,4275,67.25483286380768
4015,109.0,3251,4267,40.627416372299194
4016,106.0,3518,4266,42.28427076339722
4017,42.5,3128,4259,26.727921843528748
4018,18.5,3697,4230,18.727921724319458
4019,65.5,3214,4236,41.21320295333862
4020,31.0,3369,4209,22.14213538169861
4021,21.5,3358,4205,18.727921843528748
4022,45.5,3517,4205,28.38477599620819
4023,37.5,3314,4188,27.55634891986847
4024,80.0,3269,4174,36.14213538169861
4025,2.0,3524,4170,5.656854152679443
4026,207.0,3295,4176,77.25483322143555
4027,4512.0,3533,4224,619.3279880285263
4028,2.0,3430,4161,5.656854152679443
4029,52.5,3435,4155,33.2132031917572
4030,7.0,3586,4145,9.656854152679443
4031,8.5,3428,4143,11.899494767189026
4032,647.0,3152,4150,165.19595777988434
4033,3286.0,3178,4191,499.38686192035675
4034,17.0,3162,4122,18.14213538169861
4035,2.0,3767,4117,5.656854152679443
4036,40.0,3206,4120,24.97056245803833
4037,14.5,3385,4118,15.071067690849304
4038,10.5,3751,4115,13.899494767189026
4039,4.0,3768,4114,7.656854152679443
4040,2.0,3748,4114,5.656854152679443
4041,33.5,3363,4115,23.55634868144989
4042,4.0,3769,4112,7.656854152679443
4043,2.0,3746,4106,5.656854152679443
4044,2.0,3747,4105,5.656854152679443
4045,8.0,3168,4106,11.656854152679443
4046,2.0,3167,4104,5.656854152679443
4047,30.0,3162,4102,23.313708186149597
4048,2.0,3705,4100,5.656854152679443
4049,7319.5,3673,4161,963.3351278305054
4050,53.5,3184,4099,30.041630148887634
4051,8.5,3297,4094,11.071067690849304
4052,704.5,3339,4113,206.89444208145142
4053,94.5,3268,4090,59.69848418235779
4054,98.5,3845,4083,55.21320295333862
4055,11.0,3265,4077,14.485281229019165
4056,154.5,3649,4082,67.35533821582794
4057,36.0,3310,4071,26.14213538169861
4058,4.0,3153,4067,7.656854152679443
4059,30.0,3381,4061,21.656854152679443
4060,11.0,3636,4060,12.485281229019165
4061,25.5,3409,4052,19.899494767189026
4062,37.0,3684,4048,24.14213526248932
4063,27.5,3232,4047,19.899494767189026
4064,2.0,3863,4041,5.656854152679443
4065,216.0,3490,4050,102.56854128837585
4066,6016.5,3397,4091,1259.5260317325592
4067,18.5,3396,4104,17.41421353816986
4068,57.5,3341,4059,31.899494767189026
4069,52.5,3325,4049,27.071067690849304
4070,11.5,3341,4046,13.41421353816986
4071,2.0,4096,4031,5.656854152679443
4072,12.0,3292,4030,15.656854152679443
4073,10.0,3282,4030,12.485281229019165
4074,17.5,3316,4023,15.899494767189026
4075,10.0,3976,4014,13.656854152679443
4076,25.5,3842,4015,21.55634868144989
4077,377.0,3672,4028,133.74011385440826
4078,8.0,3230,4012,11.656854152679443
4079,4.0,3238,4011,7.656854152679443
4080,4.0,3240,4010,7.656854152679443
4081,2.0,3905,4007,5.656854152679443
4082,5.5,3336,4006,9.071067690849304
4083,16.5,3343,4005,15.899494767189026
4084,4.0,3165,4002,7.656854152679443
4085,327.0,3223,4020,121.05382215976715
4086,144.0,3317,4004,48.627416491508484
4087,2.0,3753,3999,5.656854152679443
4088,121.0,3380,4002,52.627416491508484
4089,19.5,3887,3996,17.899494647979736
4090,564.5,3539,4001,121.8406194448471
4091,2.0,3262,3991,5.656854152679443
4092,40.5,3841,3992,25.55634868144989
4093,2.0,3566,3983,5.656854152679443
4094,2.0,3567,3982,5.656854152679443
4095,60.5,3273,3986,41.21320307254791
4096,812.5,3733,3997,145.15432858467102
4097,2.0,3568,3981,5.656854152679443
4098,8.5,3746,3979,11.899494647979736
4099,18.0,3992,3973,17.313708186149597
4100,2.0,3811,3964,5.656854152679443
4101,14.0,3662,3965,16.485281229019165
4102,34.0,3510,3968,29.313708305358887
4103,28.0,3286,3963,21.313708305358887
4104,178.5,3746,3964,55.6984840631485
4105,753.0,3311,3976,169.19595766067505
4106,24.0,3319,3978,18.82842707633972
4107,6.0,3630,3958,9.656854152679443
4108,128.0,3839,3962,47.455843687057495
4109,4.0,3833,3952,7.656854152679443
4110,216.0,3474,3958,75.94112467765808
4111,21.5,3730,3952,18.727921724319458
4112,596.0,3966,3963,185.33809316158295
4113,4.0,3973,3976,8.0
4114,185.5,3654,3951,74.52691113948822
4115,132.5,3341,3955,61.6984840631485
4116,22.0,3907,3942,21.313708305358887
4117,7.0,3971,3938,10.485281229019165
4118,35.5,3468,3938,24.727921843528748
4119,2.0,3473,3935,5.656854152679443
4120,53.0,3655,3935,34.62741661071777
4121,2.0,3640,3929,5.656854152679443
4122,4.0,3066,3929,7.656854152679443
4123,540.0,3704,3935,101.59797894954681
4124,2.0,3170,3924,5.656854152679443
4125,7.0,3839,3909,10.485281229019165
4126,2.0,3764,3894,5.656854152679443
4127,2.0,3766,3893,5.656854152679443
4128,35.5,3358,3895,27.55634891986847
